gloss,gloss_id,video_id,video_path,signer_id,split,frame_start,frame_end,fps,bbox
before,3,05731,.\videos\05731.mp4,4,train,1,-1,25,"[570, 98, 1535, 1080]"
before,3,05732,.\videos\05732.mp4,13,train,1,-1,25,"[103, 25, 528, 480]"
before,3,05733,.\videos\05733.mp4,13,train,1,-1,25,"[95, 23, 533, 480]"
before,3,05734,.\videos\05734.mp4,13,train,1,-1,25,"[129, 0, 555, 480]"
before,3,05727,.\videos\05727.mp4,38,test,1,-1,25,"[386, 45, 810, 720]"
before,3,05739,.\videos\05739.mp4,10,test,1,-1,25,"[74, 23, 209, 192]"
before,3,05740,.\videos\05740.mp4,10,train,1,-1,25,"[90, 22, 203, 192]"
before,3,05741,.\videos\05741.mp4,11,test,1,-1,25,"[65, 9, 219, 192]"
before,3,05742,.\videos\05742.mp4,11,train,1,-1,25,"[67, 14, 216, 192]"
before,3,05743,.\videos\05743.mp4,11,train,1,-1,25,"[43, 3, 212, 192]"
chair,4,09848,.\videos\09848.mp4,0,train,1,-1,25,"[40, 6, 266, 240]"
chair,4,09869,.\videos\09869.mp4,12,train,1,-1,25,"[183, 55, 560, 400]"
chair,4,09849,.\videos\09849.mp4,38,train,1,-1,25,"[388, 56, 806, 720]"
chair,4,09850,.\videos\09850.mp4,31,train,1,-1,25,"[667, 144, 1472, 1061]"
chair,4,09851,.\videos\09851.mp4,59,val,1,-1,25,"[102, 22, 563, 480]"
chair,4,65328,.\videos\65328.mp4,90,train,1,-1,25,"[169, 15, 476, 370]"
chair,4,09854,.\videos\09854.mp4,11,val,1,-1,25,"[81, 15, 233, 192]"
go,5,69345,.\videos\69345.mp4,118,val,1,-1,25,"[268, 38, 898, 720]"
go,5,24955,.\videos\24955.mp4,10,train,1,-1,25,"[79, 22, 201, 192]"
go,5,24956,.\videos\24956.mp4,10,train,1,-1,25,"[81, 22, 199, 192]"
go,5,24941,.\videos\24941.mp4,36,train,1,-1,25,"[187, 18, 526, 414]"
go,5,24960,.\videos\24960.mp4,10,test,1,-1,25,"[78, 25, 214, 192]"
go,5,24961,.\videos\24961.mp4,10,train,1,-1,25,"[78, 25, 214, 192]"
go,5,24962,.\videos\24962.mp4,10,train,1,-1,25,"[88, 25, 217, 192]"
go,5,65824,.\videos\65824.mp4,94,train,1,-1,25,"[149, 9, 591, 370]"
go,5,24973,.\videos\24973.mp4,41,train,1,-1,25,"[229, 42, 573, 400]"
go,5,24943,.\videos\24943.mp4,52,train,1,-1,25,"[283, 19, 812, 480]"
go,5,24946,.\videos\24946.mp4,31,val,1,-1,25,"[607, 62, 1534, 1075]"
go,5,24947,.\videos\24947.mp4,21,train,1,-1,25,"[58, 2, 557, 480]"
go,5,24940,.\videos\24940.mp4,0,train,1,-1,25,"[37, 1, 284, 240]"
go,5,24952,.\videos\24952.mp4,10,val,1,-1,25,"[32, 14, 204, 192]"
go,5,24954,.\videos\24954.mp4,10,train,1,-1,25,"[79, 22, 201, 192]"
clothes,6,11310,.\videos\11310.mp4,38,train,1,-1,25,"[403, 67, 893, 720]"
clothes,6,11330,.\videos\11330.mp4,12,train,1,-1,25,"[165, 51, 578, 400]"
clothes,6,11311,.\videos\11311.mp4,59,test,1,-1,25,"[70, 21, 614, 480]"
clothes,6,11313,.\videos\11313.mp4,11,train,1,-1,25,"[56, 8, 243, 192]"
clothes,6,11309,.\videos\11309.mp4,42,train,1,-1,25,"[21, 2, 304, 240]"
who,7,69534,.\videos\69534.mp4,118,train,1,-1,25,"[381, 45, 868, 720]"
who,7,63242,.\videos\63242.mp4,12,train,1,-1,25,"[188, 55, 546, 400]"
who,7,63226,.\videos\63226.mp4,36,test,1,-1,25,"[235, 15, 526, 414]"
who,7,63227,.\videos\63227.mp4,6,train,1,-1,25,"[687, 96, 1421, 1080]"
who,7,63228,.\videos\63228.mp4,6,train,1,-1,25,"[693, 88, 1401, 1080]"
who,7,63229,.\videos\63229.mp4,4,val,1,-1,25,"[655, 72, 1505, 1071]"
who,7,63230,.\videos\63230.mp4,46,val,1,-1,25,"[342, 20, 1162, 1080]"
who,7,63231,.\videos\63231.mp4,13,train,1,-1,25,"[128, 8, 517, 480]"
who,7,66778,.\videos\66778.mp4,88,train,1,-1,25,"[165, 4, 472, 370]"
who,7,63232,.\videos\63232.mp4,59,train,1,-1,25,"[112, 28, 507, 480]"
who,7,66779,.\videos\66779.mp4,88,train,1,-1,25,"[167, 3, 471, 370]"
who,7,63225,.\videos\63225.mp4,42,train,1,-1,25,"[35, 0, 293, 240]"
who,7,63236,.\videos\63236.mp4,11,train,1,-1,25,"[81, 19, 207, 192]"
who,7,63237,.\videos\63237.mp4,11,val,1,-1,25,"[82, 17, 212, 192]"
candy,8,08929,.\videos\08929.mp4,12,val,1,-1,25,"[153, 55, 539, 400]"
candy,8,08916,.\videos\08916.mp4,36,train,1,-1,25,"[163, 14, 517, 414]"
candy,8,08917,.\videos\08917.mp4,39,train,1,-1,25,"[784, 153, 1501, 1080]"
candy,8,08918,.\videos\08918.mp4,39,val,1,-1,25,"[774, 153, 1499, 1080]"
candy,8,08919,.\videos\08919.mp4,4,train,1,-1,25,"[647, 60, 1538, 1065]"
candy,8,08920,.\videos\08920.mp4,4,train,1,-1,25,"[675, 65, 1529, 1060]"
candy,8,08921,.\videos\08921.mp4,17,train,1,-1,25,"[66, 24, 572, 480]"
candy,8,65298,.\videos\65298.mp4,90,train,1,-1,25,"[186, 15, 467, 370]"
candy,8,08924,.\videos\08924.mp4,11,train,1,-1,25,"[80, 11, 216, 192]"
candy,8,65299,.\videos\65299.mp4,90,train,1,-1,25,"[136, 16, 469, 370]"
candy,8,65300,.\videos\65300.mp4,89,test,1,-1,25,"[195, 16, 467, 370]"
candy,8,08915,.\videos\08915.mp4,56,test,1,-1,25,"[23, 0, 286, 240]"
candy,8,08925,.\videos\08925.mp4,11,test,1,-1,25,"[78, 15, 233, 192]"
cousin,9,65415,.\videos\65415.mp4,102,test,1,-1,25,"[134, 17, 491, 370]"
cousin,9,13647,.\videos\13647.mp4,41,train,1,-1,25,"[205, 43, 479, 400]"
cousin,9,13648,.\videos\13648.mp4,41,train,1,-1,25,"[192, 41, 488, 400]"
cousin,9,13631,.\videos\13631.mp4,38,train,1,-1,25,"[463, 67, 856, 720]"
cousin,9,13632,.\videos\13632.mp4,38,train,1,-1,25,"[428, 69, 853, 720]"
cousin,9,13633,.\videos\13633.mp4,60,val,1,-1,25,"[297, 16, 772, 480]"
cousin,9,13634,.\videos\13634.mp4,59,val,1,-1,25,"[99, 24, 512, 480]"
cousin,9,13635,.\videos\13635.mp4,59,test,1,-1,25,"[59, 25, 528, 480]"
cousin,9,13636,.\videos\13636.mp4,59,train,1,-1,25,"[55, 27, 520, 480]"
cousin,9,13630,.\videos\13630.mp4,35,train,1,-1,25,"[67, 17, 251, 234]"
cousin,9,13640,.\videos\13640.mp4,11,train,1,-1,25,"[52, 9, 225, 192]"
cousin,9,13641,.\videos\13641.mp4,11,val,1,-1,25,"[79, 8, 222, 192]"
cousin,9,13642,.\videos\13642.mp4,11,train,1,-1,25,"[54, 9, 222, 192]"
cousin,9,13646,.\videos\13646.mp4,41,train,1,-1,25,"[174, 36, 487, 400]"
deaf,10,14882,.\videos\14882.mp4,36,train,1,-1,25,"[186, 15, 525, 414]"
deaf,10,14903,.\videos\14903.mp4,12,val,1,-1,25,"[170, 62, 532, 400]"
deaf,10,14883,.\videos\14883.mp4,45,test,1,-1,25,"[738, 111, 1463, 1080]"
deaf,10,14884,.\videos\14884.mp4,4,train,1,-1,25,"[677, 59, 1527, 1061]"
deaf,10,14885,.\videos\14885.mp4,45,train,1,-1,25,"[727, 115, 1483, 1078]"
deaf,10,14886,.\videos\14886.mp4,4,train,1,-1,25,"[445, 35, 1030, 709]"
deaf,10,65445,.\videos\65445.mp4,90,train,1,-1,25,"[170, 15, 476, 370]"
deaf,10,14887,.\videos\14887.mp4,59,val,1,-1,25,"[111, 30, 517, 480]"
deaf,10,14888,.\videos\14888.mp4,15,test,1,-1,25,"[95, 28, 530, 480]"
deaf,10,14893,.\videos\14893.mp4,10,train,1,-1,25,"[66, 24, 205, 192]"
deaf,10,14894,.\videos\14894.mp4,10,train,1,-1,25,"[60, 24, 206, 192]"
fine,11,21870,.\videos\21870.mp4,38,train,1,-1,25,"[414, 53, 804, 720]"
fine,11,21890,.\videos\21890.mp4,12,test,1,-1,25,"[166, 54, 515, 400]"
fine,11,21891,.\videos\21891.mp4,41,train,1,-1,25,"[236, 35, 486, 400]"
fine,11,21871,.\videos\21871.mp4,36,train,1,-1,25,"[206, 15, 518, 414]"
fine,11,21872,.\videos\21872.mp4,52,val,1,-1,25,"[344, 10, 770, 480]"
fine,11,21869,.\videos\21869.mp4,2,train,1,-1,25,"[67, 10, 236, 240]"
fine,11,21874,.\videos\21874.mp4,21,val,1,-1,25,"[57, 6, 600, 480]"
fine,11,21878,.\videos\21878.mp4,11,train,1,-1,25,"[69, 14, 214, 192]"
fine,11,21883,.\videos\21883.mp4,11,train,1,-1,25,"[72, 15, 216, 192]"
help,12,69364,.\videos\69364.mp4,115,val,1,-1,25,"[605, 64, 1417, 1080]"
help,12,27221,.\videos\27221.mp4,12,train,1,-1,25,"[198, 56, 563, 400]"
help,12,27206,.\videos\27206.mp4,36,train,1,-1,25,"[211, 16, 525, 414]"
help,12,27207,.\videos\27207.mp4,4,train,1,-1,25,"[665, 54, 1608, 1080]"
help,12,27208,.\videos\27208.mp4,21,train,1,-1,25,"[80, 14, 536, 480]"
help,12,27209,.\videos\27209.mp4,17,test,1,-1,25,"[66, 20, 607, 480]"
help,12,65890,.\videos\65890.mp4,90,train,1,-1,25,"[182, 14, 465, 370]"
help,12,27213,.\videos\27213.mp4,10,test,1,-1,25,"[92, 24, 202, 192]"
help,12,27214,.\videos\27214.mp4,11,train,1,-1,25,"[77, 3, 220, 192]"
help,12,65891,.\videos\65891.mp4,90,val,1,-1,25,"[188, 14, 463, 370]"
help,12,65889,.\videos\65889.mp4,90,train,1,-1,25,"[188, 15, 469, 370]"
help,12,27215,.\videos\27215.mp4,11,train,1,-1,25,"[72, 14, 217, 192]"
help,12,27216,.\videos\27216.mp4,11,train,1,-1,25,"[67, 5, 217, 192]"
help,12,27217,.\videos\27217.mp4,11,train,1,-1,25,"[61, 12, 213, 192]"
no,13,69411,.\videos\69411.mp4,118,val,1,-1,25,"[274, 43, 875, 720]"
no,13,38525,.\videos\38525.mp4,36,test,1,-1,25,"[223, 12, 525, 414]"
no,13,38544,.\videos\38544.mp4,41,train,1,-1,25,"[258, 38, 509, 400]"
no,13,38527,.\videos\38527.mp4,3,train,1,-1,25,"[777, 24, 1651, 1080]"
no,13,38529,.\videos\38529.mp4,13,train,1,-1,25,"[88, 0, 502, 480]"
no,13,38530,.\videos\38530.mp4,15,train,1,-1,25,"[138, 36, 517, 480]"
no,13,38532,.\videos\38532.mp4,10,train,1,-1,25,"[74, 22, 205, 192]"
no,13,38533,.\videos\38533.mp4,10,val,1,-1,25,"[83, 17, 215, 192]"
no,13,66183,.\videos\66183.mp4,102,train,1,-1,25,"[143, 0, 480, 370]"
no,13,38524,.\videos\38524.mp4,56,train,1,-1,25,"[54, 0, 261, 240]"
no,13,38534,.\videos\38534.mp4,11,train,1,-1,25,"[77, 17, 218, 192]"
thin,14,57948,.\videos\57948.mp4,10,val,1,-1,25,"[66, 21, 206, 192]"
thin,14,57949,.\videos\57949.mp4,10,train,1,-1,25,"[66, 21, 206, 192]"
thin,14,57934,.\videos\57934.mp4,38,train,1,-1,25,"[427, 57, 820, 720]"
thin,14,57953,.\videos\57953.mp4,12,train,1,-1,25,"[214, 53, 566, 400]"
thin,14,57935,.\videos\57935.mp4,38,train,1,-1,25,"[437, 57, 825, 720]"
thin,14,57936,.\videos\57936.mp4,32,train,1,-1,25,"[840, 75, 1596, 1075]"
thin,14,57937,.\videos\57937.mp4,4,train,1,-1,25,"[740, 74, 1629, 1076]"
thin,14,66606,.\videos\66606.mp4,92,train,1,-1,25,"[183, 26, 437, 370]"
thin,14,57939,.\videos\57939.mp4,39,train,1,-1,25,"[856, 69, 1733, 1080]"
thin,14,57940,.\videos\57940.mp4,6,train,1,-1,25,"[690, 97, 1426, 1080]"
thin,14,57941,.\videos\57941.mp4,32,test,1,-1,25,"[823, 73, 1592, 1080]"
thin,14,57942,.\videos\57942.mp4,13,train,1,-1,25,"[120, 0, 533, 480]"
thin,14,66607,.\videos\66607.mp4,93,val,1,-1,25,"[169, 35, 479, 370]"
thin,14,57933,.\videos\57933.mp4,56,val,1,-1,25,"[59, 0, 282, 240]"
thin,14,57943,.\videos\57943.mp4,34,test,1,-1,25,"[129, 21, 550, 480]"
thin,14,57947,.\videos\57947.mp4,10,train,1,-1,25,"[90, 24, 227, 192]"
walk,15,62175,.\videos\62175.mp4,41,train,1,-1,25,"[201, 38, 529, 400]"
walk,15,62159,.\videos\62159.mp4,36,train,1,-1,25,"[209, 14, 581, 414]"
walk,15,62160,.\videos\62160.mp4,39,test,1,-1,25,"[513, 128, 1847, 1080]"
walk,15,62163,.\videos\62163.mp4,39,train,1,-1,25,"[585, 136, 1828, 1080]"
walk,15,62164,.\videos\62164.mp4,13,train,1,-1,25,"[122, 0, 592, 480]"
walk,15,66743,.\videos\66743.mp4,100,train,1,-1,25,"[202, 29, 478, 370]"
walk,15,66742,.\videos\66742.mp4,107,train,1,-1,25,"[155, 31, 517, 370]"
walk,15,62158,.\videos\62158.mp4,56,val,1,-1,25,"[30, 0, 285, 240]"
walk,15,62168,.\videos\62168.mp4,10,train,1,-1,25,"[76, 17, 237, 192]"
walk,15,62169,.\videos\62169.mp4,10,train,1,-1,25,"[73, 16, 239, 192]"
walk,15,62170,.\videos\62170.mp4,11,train,1,-1,25,"[57, 16, 224, 192]"
year,16,64211,.\videos\64211.mp4,4,val,1,-1,25,"[565, 54, 1534, 1080]"
year,16,64224,.\videos\64224.mp4,12,train,1,-1,25,"[176, 52, 537, 400]"
year,16,64210,.\videos\64210.mp4,36,test,1,-1,25,"[229, 13, 548, 414]"
year,16,64212,.\videos\64212.mp4,4,train,1,-1,25,"[642, 59, 1646, 1080]"
year,16,66818,.\videos\66818.mp4,88,train,1,-1,25,"[157, 8, 461, 370]"
year,16,64213,.\videos\64213.mp4,13,train,1,-1,25,"[82, 0, 535, 480]"
year,16,66816,.\videos\66816.mp4,93,train,1,-1,25,"[188, 33, 482, 370]"
year,16,64209,.\videos\64209.mp4,42,test,1,-1,25,"[52, 0, 274, 240]"
year,16,64219,.\videos\64219.mp4,11,train,1,-1,25,"[88, 16, 226, 192]"
year,16,64218,.\videos\64218.mp4,11,train,1,-1,25,"[72, 15, 221, 192]"
yes,17,69546,.\videos\69546.mp4,118,val,1,-1,25,"[214, 41, 881, 720]"
yes,17,64287,.\videos\64287.mp4,13,val,1,-1,25,"[120, 4, 526, 480]"
yes,17,64284,.\videos\64284.mp4,3,train,1,-1,25,"[724, 29, 1675, 1080]"
yes,17,64291,.\videos\64291.mp4,10,train,1,-1,25,"[81, 25, 212, 192]"
yes,17,64292,.\videos\64292.mp4,10,train,1,-1,25,"[79, 23, 212, 192]"
yes,17,64293,.\videos\64293.mp4,10,test,1,-1,25,"[70, 20, 212, 192]"
yes,17,66820,.\videos\66820.mp4,88,train,1,-1,25,"[168, 14, 461, 370]"
yes,17,64280,.\videos\64280.mp4,28,train,1,-1,25,"[20, 13, 258, 240]"
yes,17,64300,.\videos\64300.mp4,41,train,1,-1,25,"[235, 44, 478, 400]"
yes,17,64281,.\videos\64281.mp4,36,train,1,-1,25,"[222, 13, 524, 414]"
yes,17,64288,.\videos\64288.mp4,15,train,1,-1,25,"[143, 25, 514, 480]"
yes,17,64283,.\videos\64283.mp4,4,train,1,-1,25,"[625, 111, 1483, 1063]"
all,18,69206,.\videos\69206.mp4,115,train,1,-1,25,"[439, 68, 1366, 1080]"
all,18,02003,.\videos\02003.mp4,12,train,1,-1,25,"[171, 49, 564, 400]"
all,18,01987,.\videos\01987.mp4,38,train,1,-1,25,"[351, 53, 821, 720]"
all,18,01988,.\videos\01988.mp4,13,train,1,-1,25,"[32, 13, 543, 480]"
all,18,01991,.\videos\01991.mp4,10,train,1,-1,25,"[43, 22, 221, 192]"
all,18,01992,.\videos\01992.mp4,10,train,1,-1,25,"[47, 23, 228, 192]"
all,18,65043,.\videos\65043.mp4,88,train,1,-1,25,"[149, 10, 464, 370]"
all,18,01986,.\videos\01986.mp4,2,test,1,-1,25,"[43, 0, 269, 240]"
black,19,69236,.\videos\69236.mp4,118,val,1,-1,25,"[295, 38, 885, 720]"
black,19,06472,.\videos\06472.mp4,36,train,1,-1,25,"[205, 17, 524, 414]"
black,19,06473,.\videos\06473.mp4,4,train,1,-1,25,"[544, 60, 1618, 1080]"
black,19,06474,.\videos\06474.mp4,59,train,1,-1,25,"[77, 18, 515, 480]"
black,19,06476,.\videos\06476.mp4,11,val,1,-1,25,"[58, 15, 216, 192]"
black,19,06477,.\videos\06477.mp4,11,train,1,-1,25,"[48, 11, 226, 192]"
black,19,06478,.\videos\06478.mp4,11,train,1,-1,25,"[63, 8, 245, 192]"
black,19,65200,.\videos\65200.mp4,90,train,1,-1,25,"[149, 24, 479, 370]"
black,19,06471,.\videos\06471.mp4,56,train,1,-1,25,"[66, 13, 258, 240]"
black,19,06486,.\videos\06486.mp4,12,train,1,-1,25,"[131, 52, 555, 400]"
cool,20,69281,.\videos\69281.mp4,116,train,1,-1,25,"[148, 9, 605, 480]"
cool,20,65403,.\videos\65403.mp4,102,train,1,-1,25,"[175, 17, 495, 370]"
cool,20,13213,.\videos\13213.mp4,10,train,1,-1,25,"[73, 16, 215, 192]"
cool,20,13197,.\videos\13197.mp4,4,val,1,-1,25,"[504, 69, 1606, 1080]"
cool,20,13216,.\videos\13216.mp4,12,train,1,-1,25,"[154, 51, 527, 400]"
cool,20,13217,.\videos\13217.mp4,12,train,1,-1,25,"[161, 50, 520, 400]"
cool,20,13198,.\videos\13198.mp4,4,test,1,-1,25,"[822, 84, 1608, 1052]"
cool,20,13199,.\videos\13199.mp4,4,train,1,-1,25,"[609, 80, 1589, 1080]"
cool,20,13200,.\videos\13200.mp4,4,train,1,-1,25,"[586, 95, 1564, 1080]"
cool,20,13201,.\videos\13201.mp4,59,train,1,-1,25,"[125, 18, 533, 480]"
cool,20,65402,.\videos\65402.mp4,99,val,1,-1,25,"[163, 19, 476, 370]"
cool,20,13202,.\videos\13202.mp4,59,train,1,-1,25,"[114, 30, 509, 480]"
cool,20,13203,.\videos\13203.mp4,17,val,1,-1,25,"[73, 31, 560, 480]"
cool,20,13196,.\videos\13196.mp4,4,test,1,-1,25,"[608, 85, 1596, 1077]"
cool,20,13208,.\videos\13208.mp4,10,train,1,-1,25,"[85, 20, 219, 192]"
cool,20,13209,.\videos\13209.mp4,10,train,1,-1,25,"[73, 21, 200, 192]"
finish,21,21942,.\videos\21942.mp4,36,val,1,-1,25,"[232, 15, 533, 414]"
finish,21,21943,.\videos\21943.mp4,32,train,1,-1,25,"[757, 52, 1564, 1080]"
finish,21,21944,.\videos\21944.mp4,45,test,1,-1,25,"[734, 126, 1442, 1080]"
finish,21,21945,.\videos\21945.mp4,21,train,1,-1,25,"[62, 5, 564, 480]"
finish,21,21949,.\videos\21949.mp4,10,val,1,-1,25,"[94, 23, 208, 192]"
finish,21,21950,.\videos\21950.mp4,11,train,1,-1,25,"[74, 13, 227, 192]"
finish,21,65721,.\videos\65721.mp4,94,train,1,-1,25,"[136, 14, 521, 370]"
finish,21,21941,.\videos\21941.mp4,37,train,1,-1,25,"[57, 0, 271, 240]"
finish,21,21951,.\videos\21951.mp4,11,train,1,-1,25,"[96, 16, 231, 192]"
hot,22,69368,.\videos\69368.mp4,118,val,1,-1,25,"[284, 42, 886, 720]"
hot,22,28125,.\videos\28125.mp4,12,train,1,-1,25,"[197, 49, 571, 400]"
hot,22,28108,.\videos\28108.mp4,36,train,1,-1,25,"[229, 17, 521, 414]"
hot,22,28109,.\videos\28109.mp4,52,train,1,-1,25,"[351, 11, 818, 480]"
hot,22,28110,.\videos\28110.mp4,6,train,1,-1,25,"[657, 78, 1430, 1080]"
hot,22,28111,.\videos\28111.mp4,39,train,1,-1,25,"[544, 128, 1596, 1080]"
hot,22,28112,.\videos\28112.mp4,21,val,1,-1,25,"[61, 4, 500, 480]"
hot,22,28115,.\videos\28115.mp4,11,train,1,-1,25,"[65, 9, 207, 192]"
hot,22,28116,.\videos\28116.mp4,11,train,1,-1,25,"[64, 11, 221, 192]"
hot,22,28107,.\videos\28107.mp4,0,train,1,-1,25,"[51, 0, 250, 240]"
like,23,69389,.\videos\69389.mp4,118,test,1,-1,25,"[344, 36, 876, 720]"
like,23,33266,.\videos\33266.mp4,8,train,1,-1,25,"[68, 3, 234, 240]"
like,23,33285,.\videos\33285.mp4,12,train,1,-1,25,"[189, 57, 540, 400]"
like,23,33267,.\videos\33267.mp4,38,train,1,-1,25,"[408, 49, 805, 720]"
like,23,33286,.\videos\33286.mp4,12,test,1,-1,25,"[184, 61, 541, 400]"
like,23,33268,.\videos\33268.mp4,60,val,1,-1,25,"[237, 13, 584, 360]"
like,23,33269,.\videos\33269.mp4,13,train,1,-1,25,"[132, 0, 506, 477]"
like,23,33270,.\videos\33270.mp4,13,val,1,-1,25,"[114, 0, 523, 480]"
like,23,33273,.\videos\33273.mp4,11,train,1,-1,25,"[70, 11, 209, 192]"
like,23,33274,.\videos\33274.mp4,11,train,1,-1,25,"[73, 14, 213, 192]"
many,24,69396,.\videos\69396.mp4,118,val,1,-1,25,"[374, 52, 902, 720]"
many,24,34823,.\videos\34823.mp4,2,train,1,-1,25,"[26, 4, 278, 240]"
many,24,34824,.\videos\34824.mp4,38,train,1,-1,25,"[426, 54, 796, 720]"
many,24,34825,.\videos\34825.mp4,6,train,1,-1,25,"[552, 55, 1533, 1080]"
many,24,34826,.\videos\34826.mp4,6,train,1,-1,25,"[659, 80, 1618, 1072]"
many,24,34827,.\videos\34827.mp4,13,train,1,-1,25,"[124, 0, 523, 480]"
many,24,34830,.\videos\34830.mp4,11,train,1,-1,25,"[82, 14, 221, 192]"
many,24,34831,.\videos\34831.mp4,11,train,1,-1,25,"[84, 11, 230, 192]"
many,24,34832,.\videos\34832.mp4,11,train,1,-1,25,"[86, 12, 228, 192]"
many,24,34839,.\videos\34839.mp4,41,train,1,-1,25,"[223, 39, 471, 400]"
mother,25,69402,.\videos\69402.mp4,116,val,1,-1,25,"[172, 21, 476, 480]"
mother,25,36946,.\videos\36946.mp4,41,train,1,-1,25,"[218, 38, 468, 400]"
mother,25,36930,.\videos\36930.mp4,36,train,1,-1,25,"[214, 17, 520, 414]"
mother,25,36931,.\videos\36931.mp4,4,train,1,-1,25,"[715, 59, 1630, 1071]"
mother,25,36932,.\videos\36932.mp4,52,train,1,-1,25,"[205, 17, 588, 360]"
mother,25,36933,.\videos\36933.mp4,13,train,1,-1,25,"[150, 0, 502, 480]"
mother,25,36936,.\videos\36936.mp4,11,train,1,-1,25,"[69, 16, 210, 192]"
mother,25,36937,.\videos\36937.mp4,11,train,1,-1,25,"[72, 18, 210, 192]"
mother,25,66147,.\videos\66147.mp4,97,train,1,-1,25,"[136, 27, 465, 370]"
mother,25,66146,.\videos\66146.mp4,90,train,1,-1,25,"[190, 13, 462, 370]"
mother,25,36929,.\videos\36929.mp4,56,train,1,-1,25,"[48, 0, 263, 240]"
now,26,69413,.\videos\69413.mp4,118,val,1,-1,25,"[340, 40, 954, 720]"
now,26,38994,.\videos\38994.mp4,70,val,1,-1,25,"[251, 12, 761, 480]"
now,26,38999,.\videos\38999.mp4,11,train,1,-1,25,"[85, 19, 229, 192]"
now,26,39000,.\videos\39000.mp4,11,val,1,-1,25,"[64, 12, 213, 192]"
now,26,38990,.\videos\38990.mp4,2,train,1,-1,25,"[58, 2, 262, 240]"
